sample_index,true_label,number_of_agents_correct,number_of_agents_wrong,trust_selected_agent,trust_prediction,trust_correct,General Traffic Agent_prediction,General Traffic Agent_correct,Attack Recall Agent_prediction,Attack Recall Agent_correct,Normal Behavior Agent_prediction,Normal Behavior Agent_correct,Hard-Case Agent_prediction,Hard-Case Agent_correct
4633,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4634,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4635,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4636,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4637,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4638,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
4639,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4640,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4641,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4642,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4643,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4644,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
4645,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4646,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4647,0,3,1,Normal Behavior Agent,0,True,0,True,0,True,0,True,1,False
4648,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4649,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4650,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4651,0,2,2,Normal Behavior Agent,0,True,0,True,1,False,0,True,1,False
4652,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4653,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4654,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4655,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
4656,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
4657,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4658,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4659,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4660,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4661,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4662,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4663,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
4664,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4665,1,2,2,Hard-Case Agent,1,True,0,False,0,False,1,True,1,True
4666,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4667,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4668,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
4669,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4670,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4671,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4672,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4673,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4674,0,2,2,Normal Behavior Agent,0,True,0,True,1,False,0,True,1,False
4675,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4676,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4677,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4678,1,4,0,Attack Recall Agent,1,True,1,True,1,True,1,True,1,True
4679,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
4680,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4681,0,3,1,Hard-Case Agent,0,True,0,True,0,True,1,False,0,True
4682,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4683,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4684,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
4685,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4686,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4687,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
4688,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4689,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4690,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4691,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
4692,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4693,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
4694,0,3,1,Normal Behavior Agent,0,True,0,True,1,False,0,True,0,True
4695,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4696,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4697,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4698,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
4699,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
4700,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4701,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
4702,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4703,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4704,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4705,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4706,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
4707,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4708,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
4709,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4710,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4711,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4712,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4713,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4714,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4715,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4716,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4717,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4718,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4719,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4720,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
4721,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
4722,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
4723,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4724,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4725,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4726,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4727,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4728,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4729,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4730,1,2,2,Normal Behavior Agent,0,False,0,False,1,True,0,False,1,True
4731,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4732,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4733,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4734,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4735,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
4736,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4737,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
4738,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4739,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4740,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4741,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4742,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
4743,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
4744,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4745,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
4746,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
4747,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4748,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4749,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
4750,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4751,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4752,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4753,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4754,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4755,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
4756,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4757,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4758,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4759,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
4760,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4761,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
4762,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4763,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4764,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4765,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4766,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
4767,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4768,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4769,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4770,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
4771,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4772,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4773,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4774,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
4775,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4776,0,3,1,Hard-Case Agent,1,False,0,True,0,True,0,True,1,False
4777,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4778,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
4779,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4780,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4781,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4782,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4783,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4784,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4785,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4786,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4787,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
4788,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4789,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4790,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4791,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4792,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4793,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
4794,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4795,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4796,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4797,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4798,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4799,0,3,1,Normal Behavior Agent,0,True,0,True,0,True,0,True,1,False
4800,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4801,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
4802,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4803,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
4804,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4805,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4806,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4807,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4808,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4809,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4810,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4811,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4812,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4813,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4814,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4815,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
4816,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4817,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4818,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4819,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4820,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4821,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4822,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4823,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4824,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
4825,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4826,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4827,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4828,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4829,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4830,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4831,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4832,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4833,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4834,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
4835,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4836,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4837,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4838,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
4839,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4840,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4841,0,2,2,Hard-Case Agent,1,False,0,True,1,False,0,True,1,False
4842,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4843,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4844,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4845,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4846,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4847,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4848,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4849,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4850,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4851,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4852,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4853,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
4854,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4855,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4856,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4857,0,3,1,Normal Behavior Agent,0,True,0,True,1,False,0,True,0,True
4858,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4859,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4860,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4861,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4862,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4863,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4864,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4865,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4866,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4867,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4868,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4869,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4870,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
4871,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4872,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
4873,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4874,1,2,2,Hard-Case Agent,1,True,1,True,0,False,0,False,1,True
4875,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4876,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4877,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
4878,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4879,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4880,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4881,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4882,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4883,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4884,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4885,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4886,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4887,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4888,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
4889,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4890,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4891,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4892,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4893,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4894,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4895,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4896,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4897,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4898,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4899,0,3,1,Normal Behavior Agent,0,True,0,True,0,True,0,True,1,False
4900,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4901,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4902,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
4903,0,3,1,Normal Behavior Agent,0,True,0,True,0,True,0,True,1,False
4904,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4905,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4906,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4907,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4908,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4909,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4910,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4911,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4912,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4913,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4914,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
4915,0,3,1,Normal Behavior Agent,0,True,0,True,0,True,0,True,1,False
4916,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4917,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4918,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4919,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
4920,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4921,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4922,0,2,2,Normal Behavior Agent,0,True,0,True,1,False,0,True,1,False
4923,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4924,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4925,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4926,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4927,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4928,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4929,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4930,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4931,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4932,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
4933,0,3,1,Normal Behavior Agent,0,True,0,True,0,True,0,True,1,False
4934,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4935,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4936,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
4937,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4938,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4939,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4940,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4941,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4942,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4943,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4944,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
4945,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4946,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4947,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4948,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
4949,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4950,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4951,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4952,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4953,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4954,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4955,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4956,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
4957,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4958,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4959,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4960,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4961,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4962,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4963,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4964,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4965,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4966,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4967,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4968,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4969,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
4970,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4971,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
4972,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4973,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
4974,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
4975,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4976,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4977,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4978,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4979,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4980,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4981,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
4982,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
